Generator Name,Pass,Fail,Total,Time
sketch_safe,15267,0,20200,0.2s
prop2_safe,0,0,20200,0.4s
prop1_safe,0,0,20200,0.4s
prop4_safe,15313,0,20200,0.2s
prop3_safe,0,0,20200,0.4s
