Generator Name,Pass,Fail,Total,Time
sketch_safe,20000,0,20000,103.2s
prog1_syn,20000,0,20000,106.2s
sketch_syn,20000,0,20000,95.1s
prog2_cov,1595,0,20200,113.6s
prog,20000,0,20000,107.9s
sketch_cov,551,0,20200,118.8s
prog2_safe,20000,0,20000,96.7s
prog1_cov,1053,0,20200,115.3s
prog1_safe,20000,0,20000,100.7s
default,570,0,20200,0.7s
prog2_syn,20000,0,20000,97.4s
