Generator Name,Pass,Fail,Total,Time
sketch_safe,20000,0,20000,0.2s
prop2_safe,16969,0,20200,0.2s
prop1_safe,1032,0,20200,0.2s
prop4_safe,14741,0,20200,0.2s
prop3_safe,16388,0,20200,0.2s
prop6_safe,17989,0,20200,0.2s
prop5_safe,19148,0,20200,0.2s
